Device,Max Clients,Unique Clients,Buildings
Lunalilo Portable 1 Rm 2,0,5,Lunalilo Portables
CBA A407 Hallway,3,5,Shidler CBA
CBA A402 Hallway,1,3,Shidler CBA
CBA A412 Hallway,1,7,Shidler CBA
CBA A415 Hallway,0,4,Shidler CBA
CBA E101,3,6,Shidler CBA
CBA E102,0,3,Shidler CBA
AFROTC 2-3B,1,3,AFROTC Portables
AFROTC 1-6A,1,3,AFROTC Portables
Makai Campus 11-1D (Army ROTC),2,3,Army ROTC Portables
PhyPlant 194 Rm 16,2,3,Physical Plant
Lower Campus 2-2,3,10,Lower Campus
Lower Campus 1-7,3,13,Lower Campus
Athletics PE MensLocker 10,1,2,Athletics
Nagatani 25N New,1,4,Nagatani
Nagatani 24,0,1,Nagatani
Nagatani 25,2,16,Nagatani
Athletics PE WomensLocker,0,3,Athletics
Nagatani 21,1,10,Nagatani
Nagatani 31 Hallway,1,2,Nagatani
Nagatani 16N Hallway,0,0,Nagatani
Nagatani 32 Hallway,3,7,Nagatani
Nagatani 23 Makai,1,2,Nagatani
Nagatani 25A Hallway,4,20,Nagatani
Nagatani Lounge,1,3,Nagatani
Nagatani Lounge Hallway,1,3,Nagatani
Nagatani 16R Hallway,5,9,Nagatani
Nagatani 23 Mauka,3,7,Nagatani
Dive Safety A3,0,1,Diving Safety
Makai Campus 12-7 (Army ROTC),2,4,Army ROTC Portables
Kahanamoku Pool A111,3,4,Kahanamoku Pool
Credit Union Building,0,4,Federal Credit Union
Hawaii Hall 310E/310F,2,5,Hawaii Hall
Dole St. Ofc. 12,1,2,Dole St. Offices
Campus Security 5 (EHSO Training),1,3,Environmental Health & Safety Office
Dole St. Ofc. 10A,0,0,Dole St. Offices
Dance Studio 4,2,7,Dance Studio
Dance Studio Classroom,3,6,Dance Studio
Dance Studio Dance Floor,3,18,Dance Studio
Hawaii Hall 312,0,3,Hawaii Hall
Hawaii Hall 314B,3,5,Hawaii Hall
Hawaii Hall 126,0,2,Hawaii Hall
Hawaii Hall 311,0,1,Hawaii Hall
Hawaii Hall 310B,2,7,Hawaii Hall
Dole St. Ofc. 18 Hallway,2,5,Dole St. Offices
Dole St. Ofc. 14 Hallway,2,3,Dole St. Offices
Dole St. Ofc. 13,3,4,Dole St. Offices
Dole St. Ofc. 1,0,1,Dole St. Offices
Dole St. Ofc. 24,3,9,Dole St. Offices
Dole St. Ofc. 25,1,2,Dole St. Offices
Dole St. Ofc. 4 Hallway,1,3,Dole St. Offices
Dole St. Ofc. 7 Hallway,0,2,Dole St. Offices
Hawaii Hall 120 Hallway,0,0,Hawaii Hall
Hawaii Hall 130 Hallway,4,4,Hawaii Hall
Hawaii Hall 110,0,0,Hawaii Hall
Hawaii Hall 105 Hallway,0,0,Hawaii Hall
Hawaii Hall 107,0,0,Hawaii Hall
Hawaii Hall 116 Hallway,0,0,Hawaii Hall
Hawaii Hall 124,0,0,Hawaii Hall
Hawaii Hall 105,0,3,Hawaii Hall
Hawaii Hall 102,1,1,Hawaii Hall
Lower Campus 4-1 (AFROTC),3,4,Lower Campus
Wist Hall 208 Hallway,0,1,Wist Hall
Wist Hall 234,1,4,Wist Hall
Wist Hall 131,1,5,Wist Hall
Wist Hall 107 Hallway,2,4,Wist Hall
Wist Hall 233,2,9,Wist Hall
Wist Hall 236 Hallway,1,3,Wist Hall
Wist Hall 129,1,3,Wist Hall
Wist Hall 237 Hallway,2,3,Wist Hall
Wist Hall 130,1,8,Wist Hall
Wist Hall 134 Mauka,0,0,Wist Hall
Wist Hall 100 DH,3,3,Wist Hall
Wist Hall 134 Makai,0,1,Wist Hall
Wist Hall 125 Hallway,0,0,Wist Hall
Wist Hall 221 Hallway,0,0,Wist Hall
Wist Hall 226 Hallway,1,1,Wist Hall
Wist Hall 128,0,3,Wist Hall
Wist Hall 213 Hallway,0,0,Wist Hall
Everly 125,0,0,Everly
Everly 126,1,4,Everly
Everly 130,0,0,Everly
Everly 128,4,6,Everly
Everly 131,1,4,Everly
Stan Sheriff Hospitality Room DH,0,2,Stan Sheriff Center
Everly 123B,1,4,Everly
Everly 121,3,8,Everly
Everly 129,0,0,Everly
Stan Sheriff Hospitality Room Ewa,1,7,Stan Sheriff Center
Hawaii Hall 206,1,6,Hawaii Hall
CBA D301,1,3,Shidler CBA
Stan Sheriff Arena KK,0,0,Stan Sheriff Center
Laulima Common 102,2,11,Hale Laulima
Army ROTC 114,3,3,Army ROTC Portables
CBA C204,0,0,Shidler CBA
LowerCampus171H-37,1,5,Lower Campus
Noelani Building C Lounge,3,26,Noelani
CBA D201,1,3,Shidler CBA
Athletics Studio 2,0,4,Athletics
Wainani F 106,8,50,Wainani
Music 36,3,7,Music
Music 8,0,1,Music
Kahanamoku Pool B206,1,10,Kahanamoku Pool
Kahanamoku Pool B Lounge,0,7,Kahanamoku Pool
Temp Portables 103,3,14,Temporary Portables
Music 201,0,3,Music
George 345,2,2,George Hall
Hawaii Hall 209 Ewa,2,16,Hawaii Hall
CBA G301,0,1,Shidler CBA
LowerCampus171E-13 Hallway,2,6,Lower Campus
CBA G201,1,4,Shidler CBA
CBA A301,0,2,Shidler CBA
LowerCampus171E-15 Makai,3,5,Lower Campus
CBA C102,2,8,Shidler CBA
LowerCampus171E-15 Mauka,1,6,Lower Campus
LowerCampus171E-11 Hallway,3,17,Lower Campus
CBA E501 Ewa,1,3,Shidler CBA
LowerCampus171B-59,2,15,Lower Campus
George 301B,3,6,George Hall
Stan Sheriff 102,0,0,Stan Sheriff Center
Hawaii Hall 309,1,4,Hawaii Hall
CBA D203,1,7,Shidler CBA
Biomed B103 DH,0,0,Biomed
Kamakakuokalani 201,2,3,Hawaiian Studies (Kamakakuokalani)
Hawaii Hall 310F,1,8,Hawaii Hall
Hawaii Hall 211,1,4,Hawaii Hall
Biomed A110,1,5,Biomed
CBA E502,6,7,Shidler CBA
CBA G102 Mauka,0,2,Shidler CBA
Hawaii Hall 208,0,2,Hawaii Hall
CBA B101a,1,3,Shidler CBA
Kamakakuokalani 112,0,1,Hawaiian Studies (Kamakakuokalani)
St John 313 Hallway,1,12,St. John
CBA G202,1,5,Shidler CBA
Kamakakuokalani 207,1,2,Hawaiian Studies (Kamakakuokalani)
CBA D207,2,3,Shidler CBA
Architecture 205B Makai Ewa,1,1,Architecture Bldg
Kamakakuokalani 101AF,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 209AA,2,2,Hawaiian Studies (Kamakakuokalani)
CBA D204,0,0,Shidler CBA
Gateway Ewa 107,2,39,Gateway
QLCSS 013LD,0,2,QLCSS
QLCSS 211,3,24,QLCSS
Dean Hall 208,1,3,Dean Hall
Gateway DH 305,7,43,Gateway
Gateway DH 502,2,4,Gateway
Gateway DH 505,1,3,Gateway
Gateway Ewa 608,2,5,Gateway
Gateway DH 206,2,18,Gateway
Gateway Ewa 510,3,3,Gateway
Gateway DH 800,0,13,Gateway
Gateway DH 902,1,1,Gateway
Gateway DH 1002,7,15,Gateway
Gateway Ewa 310,7,15,Gateway
Gateway Ewa 313,6,6,Gateway
Gateway Ewa 408,2,16,Gateway
Gateway Ewa 610,3,18,Gateway
Gateway DH 905,2,3,Gateway
Gateway DH 802,3,4,Gateway
Gateway Ewa 214,0,2,Gateway
Gateway DH 805,5,12,Gateway
Gateway Ewa 513,2,2,Gateway
Gateway DH 705,1,0,Gateway
Gateway Ewa 613,4,4,Gateway
Gateway Ewa 615,4,6,Gateway
Gateway Ewa 413,3,16,Gateway
Gateway DH 807,5,35,Gateway
Gateway Ewa 208,2,88,Gateway
Gateway DH 1005,4,8,Gateway
Gateway DH 602,6,12,Gateway
Gateway DH 200,2,76,Gateway
Gateway DH 302,5,21,Gateway
Gateway DH 1007,3,42,Gateway
Gateway DH 204,0,6,Gateway
Gateway DH 605,2,7,Gateway
Gateway DH 407,8,59,Gateway
Gateway DH 600,3,12,Gateway
Gateway DH 1000,1,24,Gateway
Gateway DH 607,0,1,Gateway
Gateway DH 402,4,45,Gateway
CBA E201,2,4,Shidler CBA
CBA E204,1,5,Shidler CBA
Gateway Ewa 713,2,5,Gateway
Gateway Ewa 1010,7,8,Gateway
Gateway Ewa 810,4,22,Gateway
Gateway Ewa 813,3,4,Gateway
Gateway Ewa 1015,5,5,Gateway
Gateway Ewa 1008,2,6,Gateway
Gateway Ewa 910,2,3,Gateway
Gateway Ewa 710,1,1,Gateway
Gateway Ewa 1013,5,19,Gateway
Gateway Ewa 808,1,9,Gateway
Gateway Ewa 815,6,6,Gateway
Gateway Ewa 913,4,5,Gateway
Biomed D104,2,6,Biomed
QLCSS 406F Hallway,1,2,QLCSS
Saunders 236,0,1,Saunders Hall
Kamakakuokalani 202,0,2,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 208C,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 103C,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 211,2,2,Hawaiian Studies (Kamakakuokalani)
Law School 118,1,12,Law School
Stan Sheriff 100,0,5,Stan Sheriff Center
Hawaii Hall 202A,0,3,Hawaii Hall
Hawaii Hall 202C,4,10,Hawaii Hall
QLCSS 412,2,3,QLCSS
Law School 136,0,4,Law School
Stan Sheriff 101,2,4,Stan Sheriff Center
Crawford 322,3,4,Crawford Hall
Crawford 332,1,2,Crawford Hall
Crawford 302,0,2,Crawford Hall
Stan Sheriff 139 Weight Room,13,16,Stan Sheriff Center
QLCSS 113,7,27,QLCSS
College Hill 2nd Fl Makai,1,1,College Hill
College Hill Cottage,1,1,College Hill
Biomed T709,1,4,Biomed
Biomed T701N Hallway,0,0,Biomed
Biomed T709A,1,1,Biomed
Biomed T706,0,3,Biomed
Biomed T701 Hallway,1,3,Biomed
Biomed T706A,4,7,Biomed
Biomed T707,2,3,Biomed
Biomed T701K Hallway,0,0,Biomed
Biomed E204A,1,6,Biomed
Biomed E203,1,8,Biomed
Biomed E201E Hallway,2,4,Biomed
Biomed E201,3,5,Biomed
Biomed E209,2,4,Biomed
Hawaii Hall 103,0,0,Hawaii Hall
Hawaii Hall 209 DH,4,11,Hawaii Hall
Athletics 138,0,2,Athletics
Athletics 136X,4,16,Athletics
Athletics Treatment RM,2,10,Athletics
Athletics Training RM,2,9,Athletics
Athletics 140,0,1,Athletics
Athletics 139,0,1,Athletics
Biomed T309,2,2,Biomed
Biomed T310A,2,4,Biomed
Biomed T308,3,4,Biomed
Biomed T111D Hallway,0,7,Biomed
Biomed T103,0,3,Biomed
Biomed T111F Hallway,2,7,Biomed
Pope Lab 100C Hallway,0,3,Pope Laboratory
Pope Lab 124,0,0,Pope Laboratory
Pope Lab 120,2,3,Pope Laboratory
Frear SHO Directors Office,3,17,Frear
Pope Lab 104,1,4,Pope Laboratory
Pope Lab 115 Hallway,0,2,Pope Laboratory
Pope LAb 120A,1,2,Pope Laboratory
Pope Lab 105 Hallway,1,3,Pope Laboratory
ResLife Conference Room,5,8,Johnson
Pope Lab Greenhouse DH,1,6,Pope Laboratory
Pope Lab Greenhouse Ewa,2,9,Pope Laboratory
Softball 201 Press Box,1,3,Softball Stadium
Lokelani 1309,4,6,Lokelani
Biomed BET,0,0,Biomed
George 104,0,2,George Hall
KHET Ewa 2nd Fl,0,0,KHET Building
Frear D 105,1,1,Frear
Frear Q 325H,4,7,Frear
Frear Q 525H,4,6,Frear
KHET DH 2ndFl,0,0,KHET Building
AgEngineering 106,2,29,Ag. Engineering
AgEngineering 111,2,2,Ag. Engineering
AgEngineering 120,1,18,Ag. Engineering
AgEngineering 123,0,1,Ag. Engineering
AgEngineering 126,0,0,Ag. Engineering
AgEngineering 103,5,22,Ag. Engineering
AgEngineering 122 DH,4,5,Ag. Engineering
Frear D 603H,13,21,Frear
Frear Q 630,0,0,Frear
Ching 206 Hallway,0,3,Ching
Ching Volleyball Court,1,9,Ching
Ching 3rd Fl Press Box Ewa,0,6,Ching
Ching 3rd Fl Press Box DH,1,8,Ching
Ching 307 Hallway,0,0,Ching
Frear D 1001H,0,0,Frear
Frear D 1101H,0,0,Frear
Frear D 1012H,0,0,Frear
Ching 209 Hallway,1,5,Ching
Ching 208 Hallway,0,0,Ching
Mokihana 488,3,8,Mokihana
Frear D 1108H,0,0,Frear
Frear D 1103H,0,0,Frear
Frear D 1201H,0,1,Frear
Frear D 1112H,0,0,Frear
Frear D 1212H,0,2,Frear
Frear D 1208H,5,5,Frear
Frear D 1008H,0,2,Frear
Frear D 1003H,0,0,Frear
Frear D 1203H,0,0,Frear
Mokihana 1276,3,6,Mokihana
Mokihana 1189,3,3,Mokihana
Laulima 309,1,3,Hale Laulima
Laulima 321,2,5,Hale Laulima
Laulima 316,2,7,Hale Laulima
Laulima 307,6,8,Hale Laulima
Laulima 304,5,6,Hale Laulima
Laulima 314,2,3,Hale Laulima
Laulima 302,5,6,Hale Laulima
Ilima 1038,6,13,Ilima
Ilima 1132,3,6,Ilima
Ilima 1128,6,10,Ilima
Ilima 1034,5,10,Ilima
Ilima 1139,7,11,Ilima
AgSci 416 Hallway,1,3,Ag. Science
AgSci 415J Hallway,1,1,Ag. Science
AgSci 419,1,1,Ag. Science
AgSci 402F Hallway,1,4,Ag. Science
AgSci 415L Hallway,0,4,Ag. Science
AgSci 402I Hallway,4,11,Ag. Science
AgSci 415D Hallway,4,6,Ag. Science
AgSci 205,4,8,Ag. Science
AgSci 219,1,5,Ag. Science
AgSci 218,4,7,Ag. Science
AgSci 217,6,24,Ag. Science
AgSci 215,0,2,Ag. Science
AgSci 209 Hallway,5,19,Ag. Science
AgSci 220,3,6,Ag. Science
AgSci 204,0,2,Ag. Science
AgSci 224,2,6,Ag. Science
AgSci 417 Hallway,3,6,Ag. Science
AgSci 408 Hallway,1,5,Ag. Science
AgSci 418 Hallway,0,1,Ag. Science
AgSci 414,0,1,Ag. Science
AgSci 402B Hallway,0,2,Ag. Science
AgSci 314J Hallway,7,13,Ag. Science
AgSci 314D Hallway,3,9,Ag. Science
AgSci 314N Hallway,5,10,Ag. Science
AgSci 302D Hallway,2,4,Ag. Science
AgSci 315,0,2,Ag. Science
AgSci 302J Hallway,1,3,Ag. Science
AgSci 318 Hallway,8,19,Ag. Science
AgSci 304 Hallway,0,2,Ag. Science
AgSci 312 Hallway,4,11,Ag. Science
AgSci 118,3,8,Ag. Science
Pope Lab 122,5,13,Pope Laboratory
Dean Hall 104,2,11,Dean Hall
Law School 233,2,15,Law School
Wist Hall 231 Hallway,3,5,Wist Hall
Athletics FB Locker RM1,0,0,Athletics
Athletics FB Locker RM2,0,0,Athletics
Gateway DH 702,3,9,Gateway
C-MORE Makai Entrance,4,76,C-MORE
Lokelani 463,4,8,Lokelani
Nagatani 25L Hallway,0,6,Nagatani
Lehua 1201,4,10,Lehua
Lehua 703,5,15,Lehua
Lehua 1103,2,6,Lehua
Lehua 1107,6,11,Lehua
Lehua 1114,2,7,Lehua
Lehua 1205,2,3,Lehua
Lehua 1111,4,7,Lehua
Lehua 1209,5,12,Lehua
Lehua 1213,2,3,Lehua
Lehua 1009,3,7,Lehua
Lehua 914,3,8,Lehua
Lehua 1005,6,15,Lehua
Lehua 1013,5,9,Lehua
Athletics 342 Hallway,3,4,Athletics
Law School 254,3,6,Law School
C-MORE 106 Hallway,0,3,C-MORE
PhyPlant193 107,2,15,Physical Plant
Law School 201,2,6,Law School
C-MORE 207,1,1,C-MORE
Hale Aloha-Cafeteria Ewa,3,57,Hale Aloha Cafe
St John 010B,0,6,St. John
CBA G102 Makai,4,9,Shidler CBA
Athletics 343 Hallway,2,4,Athletics
C-MORE 119 Hallway,2,3,C-MORE
C-MORE 109 Hallway,1,1,C-MORE
C-MORE 214B,2,3,C-MORE
C-MORE 220 Hallway,0,0,C-MORE
C-MORE 2 Conference Cntr DH,0,5,C-MORE
Music 3A Copy/Mail Rm,1,8,Music
Stan Sheriff Hospitality Room,2,6,Stan Sheriff Center
C-MORE 202 Hallway,0,3,C-MORE
Dean 105 (classroom),2,48,Dean Hall
St John 106,2,9,St. John
AFROTC 2-7B,1,3,AFROTC Portables
C-MORE 2 Conference Cntr Ewa,1,4,C-MORE
Hale Aloha-Cafeteria DH,3,57,Hale Aloha Cafe
Athletics 346 Hallway,4,7,Athletics
C-MORE 208 Hallway,0,3,C-MORE
C-MORE 115 Hallway,0,1,C-MORE
C-MORE 206,0,2,C-MORE
C-MORE 123 Hallway,0,4,C-MORE
C-MORE 201,0,2,C-MORE
Athletics 338 Hallway,2,4,Athletics
Law School 142 Seminar 6,0,1,Law School
C-MORE 3 Receiving,0,4,C-MORE
C-MORE 202,0,1,C-MORE
Crawford 105,0,2,Crawford Hall
C-MORE 204,0,0,C-MORE
Athletics 351 Hallway,3,6,Athletics
Kahanamoku Pool B108,1,3,Kahanamoku Pool
C-MORE 104 Outreach,0,4,C-MORE
C-MORE 202A,3,6,C-MORE
C-MORE 218,0,0,C-MORE
Athletics 345 Hallway,4,11,Athletics
CBA G103 Mauka,1,4,Shidler CBA
