Device,Max Clients,Unique Clients,Buildings
Gilmore 306,0,0,Gilmore
Gilmore 310A,0,0,Gilmore
Gilmore 310,0,0,Gilmore
Gilmore 303,0,0,Gilmore
Gilmore 311,0,0,Gilmore
Gilmore 301,0,0,Gilmore
Gilmore 413,0,0,Gilmore
Gilmore 409 Hallway,0,0,Gilmore
Gilmore 410,0,0,Gilmore
Gilmore 411,0,0,Gilmore
Gilmore 509,0,0,Gilmore
Gilmore 501,0,0,Gilmore
Gilmore 511,0,1,Gilmore
Gilmore 513,0,0,Gilmore
Gilmore 510,0,0,Gilmore
Gilmore 612A,0,0,Gilmore
Gilmore 610,0,0,Gilmore
PhyPlant 195 Mezzanine,1,1,Physical Plant
PhyPlant 194 Rm 01 Corner Ofc.,1,2,Physical Plant
PhyPlant 195 Fiscal Office,0,2,Physical Plant
Campus Security C,3,3,Campus Security
Campus Security B,1,2,Campus Security
Pamoa A-4,1,1,Campus Security
Stan Sheriff 104 Ewa,8,12,Stan Sheriff Center
Stan Sheriff 104 DH,0,1,Stan Sheriff Center
Temp Portables 101,2,2,Temporary Portables
Lincoln Annex 2,0,1,Lincoln Hall Annexes
Gateway Ewa 212,0,0,Gateway
Korean Studies 3rd Fl Library,0,0,Korean Studies
Lokelani 455,4,6,Lokelani
Lokelani 364,1,2,Lokelani
Kahanamoku Pool B124,0,0,Kahanamoku Pool
Landscaping BET,2,3,Landscaping
Lokelani 459,2,3,Lokelani
QLCSS 104,0,2,QLCSS
Transportation Portables,1,1,Transportation Portables
George 113A,0,0,George Hall
Music 112 Lower DH Court,1,1,Music
Music 116 Lower Ewa Court,1,1,Music
Lokelani 357,0,0,Lokelani
Lokelani 361,8,8,Lokelani
Lokelani 451,4,5,Lokelani
Lokelani 353,2,6,Lokelani
Gateway Ewa 415,0,1,Gateway
Gateway Ewa 410,4,4,Gateway
Gateway DH 405,1,5,Gateway
LowerCampus171P-1,0,0,Lower Campus
LowerCampus171N-1,0,0,Lower Campus
EHSO Ewa Trailer,1,1,Environmental Health & Safety Office
Gateway DH 400,1,1,Gateway
EHSO Classroom,3,6,Environmental Health & Safety Office
Letterwinners,0,1,Letterwinners Portable
Na Koa,3,3,Na Koa Portable
LowerCampus171C-43,0,0,Lower Campus
Lunalilo Portable 4,0,2,Lunalilo Portables
Frear Q 730,0,0,Frear
Frear Q 930,0,0,Frear
Frear D 812H,0,0,Frear
Frear Q 725H,0,0,Frear
Frear D 703H,6,12,Frear
Frear Q 625H,7,7,Frear
Frear D 608H,2,2,Frear
Frear D 601H,7,11,Frear
Frear D 612H,3,3,Frear
Frear Q 1025H,0,0,Frear
Frear Q 1125H,0,0,Frear
Frear Q 1225H,0,0,Frear
Athletics FB Meeting Rm 1,0,0,Athletics
Kahawai 116,1,1,Hale Kahawai
Kahawai 112,2,2,Hale Kahawai
Kahawai 118,2,2,Hale Kahawai
Kahawai 114,4,4,Hale Kahawai
Kahawai 120,1,1,Hale Kahawai
George 213,0,0,George Hall
LowerCampus171H-34,0,1,Lower Campus
LowerCampus171H-39,0,0,Lower Campus
Athletics 302 Hallway,2,3,Athletics
Athletics 326 Hallway,0,1,Athletics
Athletics 323 Hallway,1,2,Athletics
Athletics 200,1,1,Athletics
Athletics 230 Hallway,0,1,Athletics
Athletics 209 Hallway,0,0,Athletics
Athletics 216 Hallway,0,1,Athletics
Athletics 212 Hallway,0,0,Athletics
Athletics 206,0,0,Athletics
Athletics 110 Hallway,2,2,Athletics
Athletics 224,0,0,Athletics
Athletics 113 Hallway,1,1,Athletics
Athletics 105 Hallway,1,1,Athletics
Athletics 320 Hallway,0,2,Athletics
Athletics 205,0,0,Athletics
Athletics 102 Hallway,0,1,Athletics
Athletics 104 Hallway,0,0,Athletics
Athletics 221 Hallway,0,0,Athletics
Athletics 311 Hallway,0,0,Athletics
Athletics 316,0,0,Athletics
Athletics 314 Hallway,1,1,Athletics
Athletics 308 Hallway,1,1,Athletics
Athletics 228 Hallway,0,0,Athletics
Athletics FB Meeting Rm 2,0,0,Athletics
Athletics FB Meeting Rm 3,0,0,Athletics
Athletics FB Meeting Rm 4,0,0,Athletics
Athletics FB Meeting Rm 5,0,0,Athletics
Athletics FB Meeting Rm 6,0,0,Athletics
Hawaii Hall 307A,0,0,Hawaii Hall
Law Library A100B,4,4,Law Library
Law Library A115,0,0,Law Library
Law Library Makai-Center Ewa,0,1,Law Library
Law Library A101 Front Desk,1,1,Law Library
Law Library A105 Makai Ewa,0,1,Law Library
Law Library A101 Ewa,1,1,Law Library
Law Library A101 DH,0,0,Law Library
Law Library A105 Mauka Ewa,0,1,Law Library
Law Library A112,0,0,Law Library
Law Library A118,1,1,Law Library
Lunalilo Portable 1 Rm 6,1,2,Lunalilo Portables
Lunalilo Portable 1 Rm 2,0,2,Lunalilo Portables
CBA A407 Hallway,0,0,Shidler CBA
CBA A402 Hallway,0,0,Shidler CBA
CBA A412 Hallway,0,0,Shidler CBA
CBA A415 Hallway,0,0,Shidler CBA
CBA E101,0,0,Shidler CBA
CBA E102,0,0,Shidler CBA
AFROTC 2-3B,1,1,AFROTC Portables
AFROTC 1-6A,0,0,AFROTC Portables
Makai Campus 11-1D (Army ROTC),0,0,Army ROTC Portables
PhyPlant 194 Rm 16,0,0,Physical Plant
Lower Campus 2-2,0,0,Lower Campus
Lower Campus 1-7,0,0,Lower Campus
Athletics PE MensLocker 10,1,2,Athletics
Nagatani 25N New,0,0,Nagatani
Nagatani 24,0,0,Nagatani
Nagatani 25,0,0,Nagatani
Athletics PE WomensLocker,0,0,Athletics
Nagatani 21,1,1,Nagatani
Nagatani 31 Hallway,0,0,Nagatani
Nagatani 16N Hallway,0,0,Nagatani
Nagatani 32 Hallway,1,1,Nagatani
Nagatani 23 Makai,0,0,Nagatani
Nagatani 25A Hallway,0,1,Nagatani
Nagatani Lounge,0,0,Nagatani
Nagatani Lounge Hallway,1,1,Nagatani
Nagatani 16R Hallway,1,1,Nagatani
Nagatani 23 Mauka,0,0,Nagatani
Dive Safety A3,0,0,Diving Safety
Makai Campus 12-7 (Army ROTC),0,0,Army ROTC Portables
Kahanamoku Pool A111,1,2,Kahanamoku Pool
Credit Union Building,0,0,Federal Credit Union
Hawaii Hall 310E/310F,2,2,Hawaii Hall
Dole St. Ofc. 12,0,0,Dole St. Offices
Campus Security 5 (EHSO Training),0,1,Environmental Health & Safety Office
Dole St. Ofc. 10A,0,0,Dole St. Offices
Dance Studio 4,1,2,Dance Studio
Dance Studio Classroom,2,3,Dance Studio
Dance Studio Dance Floor,0,1,Dance Studio
Hawaii Hall 312,0,0,Hawaii Hall
Hawaii Hall 314B,1,1,Hawaii Hall
Hawaii Hall 126,0,0,Hawaii Hall
Hawaii Hall 311,0,0,Hawaii Hall
Hawaii Hall 310B,0,0,Hawaii Hall
Dole St. Ofc. 18 Hallway,1,1,Dole St. Offices
Dole St. Ofc. 14 Hallway,1,2,Dole St. Offices
Dole St. Ofc. 13,0,1,Dole St. Offices
Dole St. Ofc. 1,0,1,Dole St. Offices
Dole St. Ofc. 24,0,0,Dole St. Offices
Dole St. Ofc. 25,0,0,Dole St. Offices
Dole St. Ofc. 4 Hallway,0,1,Dole St. Offices
Dole St. Ofc. 7 Hallway,0,0,Dole St. Offices
Hawaii Hall 120 Hallway,0,0,Hawaii Hall
Hawaii Hall 130 Hallway,2,2,Hawaii Hall
Hawaii Hall 110,0,0,Hawaii Hall
Hawaii Hall 105 Hallway,0,0,Hawaii Hall
Hawaii Hall 107,0,0,Hawaii Hall
Hawaii Hall 116 Hallway,0,0,Hawaii Hall
Hawaii Hall 124,0,0,Hawaii Hall
Hawaii Hall 105,0,0,Hawaii Hall
Hawaii Hall 102,0,0,Hawaii Hall
Lower Campus 4-1 (AFROTC),0,0,Lower Campus
Wist Hall 208 Hallway,1,1,Wist Hall
Wist Hall 234,1,2,Wist Hall
Wist Hall 131,0,1,Wist Hall
Wist Hall 107 Hallway,0,1,Wist Hall
Wist Hall 233,0,0,Wist Hall
Wist Hall 236 Hallway,1,1,Wist Hall
Wist Hall 129,1,3,Wist Hall
Wist Hall 237 Hallway,0,0,Wist Hall
Wist Hall 130,0,1,Wist Hall
Wist Hall 134 Mauka,0,0,Wist Hall
Wist Hall 100 DH,2,2,Wist Hall
Wist Hall 134 Makai,0,0,Wist Hall
Wist Hall 125 Hallway,1,1,Wist Hall
Wist Hall 221 Hallway,0,0,Wist Hall
Wist Hall 226 Hallway,0,0,Wist Hall
Wist Hall 128,0,1,Wist Hall
Wist Hall 213 Hallway,0,0,Wist Hall
Everly 125,0,0,Everly
Everly 126,0,0,Everly
Everly 130,0,0,Everly
Everly 128,0,0,Everly
Everly 131,0,0,Everly
Stan Sheriff Hospitality Room DH,0,0,Stan Sheriff Center
Everly 123B,0,1,Everly
Everly 121,0,1,Everly
Everly 129,0,0,Everly
Stan Sheriff Hospitality Room Ewa,1,1,Stan Sheriff Center
Hawaii Hall 206,0,0,Hawaii Hall
CBA D301,0,0,Shidler CBA
Stan Sheriff Arena KK,0,0,Stan Sheriff Center
Laulima Common 102,1,1,Hale Laulima
Army ROTC 114,0,0,Army ROTC Portables
CBA C204,0,0,Shidler CBA
LowerCampus171H-37,0,0,Lower Campus
Noelani Building C Lounge,0,1,Noelani
CBA D201,1,1,Shidler CBA
Athletics Studio 2,0,0,Athletics
Wainani F 106,2,8,Wainani
Music 36,0,0,Music
Music 8,0,0,Music
Kahanamoku Pool B206,1,1,Kahanamoku Pool
Kahanamoku Pool B Lounge,1,1,Kahanamoku Pool
Temp Portables 103,1,1,Temporary Portables
Music 201,0,1,Music
George 345,2,2,George Hall
Hawaii Hall 209 Ewa,0,0,Hawaii Hall
CBA G301,0,0,Shidler CBA
LowerCampus171E-13 Hallway,1,1,Lower Campus
CBA G201,0,0,Shidler CBA
CBA A301,0,0,Shidler CBA
LowerCampus171E-15 Makai,0,0,Lower Campus
CBA C102,0,0,Shidler CBA
LowerCampus171E-15 Mauka,0,1,Lower Campus
LowerCampus171E-11 Hallway,0,0,Lower Campus
CBA E501 Ewa,0,0,Shidler CBA
LowerCampus171B-59,0,1,Lower Campus
George 301B,0,0,George Hall
Stan Sheriff 102,0,1,Stan Sheriff Center
Hawaii Hall 309,0,0,Hawaii Hall
CBA D203,0,0,Shidler CBA
Biomed B103 DH,0,0,Biomed
Kamakakuokalani 201,0,0,Hawaiian Studies (Kamakakuokalani)
Hawaii Hall 310F,1,1,Hawaii Hall
Hawaii Hall 211,0,0,Hawaii Hall
Biomed A110,0,0,Biomed
CBA E502,1,2,Shidler CBA
CBA G102 Mauka,0,0,Shidler CBA
Hawaii Hall 208,0,0,Hawaii Hall
CBA B101a,0,0,Shidler CBA
Kamakakuokalani 112,0,0,Hawaiian Studies (Kamakakuokalani)
St John 313 Hallway,0,0,St. John
CBA G202,1,2,Shidler CBA
Kamakakuokalani 207,0,0,Hawaiian Studies (Kamakakuokalani)
CBA D207,0,0,Shidler CBA
Architecture 205B Makai Ewa,0,0,Architecture Bldg
Kamakakuokalani 101AF,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 209AA,0,0,Hawaiian Studies (Kamakakuokalani)
CBA D204,0,0,Shidler CBA
Gateway Ewa 107,0,0,Gateway
QLCSS 013LD,0,0,QLCSS
QLCSS 211,2,3,QLCSS
Dean Hall 208,0,0,Dean Hall
Gateway DH 305,1,1,Gateway
Gateway DH 502,0,0,Gateway
Gateway DH 505,4,5,Gateway
Gateway Ewa 608,0,0,Gateway
Gateway DH 206,0,0,Gateway
Gateway Ewa 510,3,3,Gateway
Gateway DH 800,0,0,Gateway
Gateway DH 902,1,1,Gateway
Gateway DH 1002,6,7,Gateway
Gateway Ewa 310,5,5,Gateway
Gateway Ewa 313,2,2,Gateway
Gateway Ewa 408,1,1,Gateway
Gateway Ewa 610,2,4,Gateway
Gateway DH 905,1,1,Gateway
Gateway DH 802,2,2,Gateway
Gateway Ewa 214,0,0,Gateway
Gateway DH 805,2,2,Gateway
Gateway Ewa 513,2,2,Gateway
Gateway DH 705,1,1,Gateway
Gateway Ewa 613,3,3,Gateway
Gateway Ewa 615,3,5,Gateway
Gateway Ewa 413,4,4,Gateway
Gateway DH 807,4,5,Gateway
Gateway Ewa 208,0,1,Gateway
Gateway DH 1005,3,4,Gateway
Gateway DH 602,3,3,Gateway
Gateway DH 200,0,2,Gateway
Gateway DH 302,4,4,Gateway
Gateway DH 1007,2,3,Gateway
Gateway DH 204,1,1,Gateway
Gateway DH 605,0,0,Gateway
Gateway DH 407,5,7,Gateway
Gateway DH 600,0,0,Gateway
Gateway DH 1000,0,0,Gateway
Gateway DH 607,0,0,Gateway
Gateway DH 402,2,2,Gateway
CBA E201,1,1,Shidler CBA
CBA E204,0,0,Shidler CBA
Gateway Ewa 713,1,1,Gateway
Gateway Ewa 1010,5,5,Gateway
Gateway Ewa 810,1,2,Gateway
Gateway Ewa 813,3,4,Gateway
Gateway Ewa 1015,4,6,Gateway
Gateway Ewa 1008,1,2,Gateway
Gateway Ewa 910,5,6,Gateway
Gateway Ewa 710,0,0,Gateway
Gateway Ewa 1013,2,3,Gateway
Gateway Ewa 808,0,0,Gateway
Gateway Ewa 815,2,2,Gateway
Gateway Ewa 913,5,6,Gateway
Biomed D104,0,0,Biomed
QLCSS 406F Hallway,0,0,QLCSS
Saunders 236,0,0,Saunders Hall
Kamakakuokalani 202,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 208C,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 103C,0,0,Hawaiian Studies (Kamakakuokalani)
Kamakakuokalani 211,1,1,Hawaiian Studies (Kamakakuokalani)
Law School 118,0,1,Law School
Stan Sheriff 100,0,0,Stan Sheriff Center
Hawaii Hall 202A,0,0,Hawaii Hall
Hawaii Hall 202C,0,0,Hawaii Hall
QLCSS 412,2,2,QLCSS
Law School 136,0,0,Law School
Stan Sheriff 101,2,2,Stan Sheriff Center
Crawford 322,2,2,Crawford Hall
Crawford 332,1,1,Crawford Hall
Crawford 302,0,0,Crawford Hall
Stan Sheriff 139 Weight Room,8,9,Stan Sheriff Center
QLCSS 113,3,3,QLCSS
College Hill 2nd Fl Makai,0,0,College Hill
College Hill Cottage,2,2,College Hill
Ilima 1132,2,3,Ilima
Ilima 1128,5,5,Ilima
Ilima 1034,2,6,Ilima
Ilima 1139,3,4,Ilima
AgSci 416 Hallway,0,0,Ag. Science
AgSci 415J Hallway,1,1,Ag. Science
AgSci 419,1,1,Ag. Science
AgSci 402F Hallway,1,1,Ag. Science
AgSci 415L Hallway,0,0,Ag. Science
AgSci 402I Hallway,0,0,Ag. Science
AgSci 415D Hallway,2,2,Ag. Science
AgSci 205,2,3,Ag. Science
AgSci 219,1,1,Ag. Science
AgSci 218,1,3,Ag. Science
AgSci 217,2,5,Ag. Science
AgSci 215,1,3,Ag. Science
AgSci 209 Hallway,3,5,Ag. Science
AgSci 220,0,0,Ag. Science
AgSci 204,0,1,Ag. Science
AgSci 224,0,2,Ag. Science
AgSci 417 Hallway,0,0,Ag. Science
AgSci 408 Hallway,0,0,Ag. Science
AgSci 418 Hallway,0,0,Ag. Science
AgSci 414,0,0,Ag. Science
AgSci 402B Hallway,0,0,Ag. Science
AgSci 314J Hallway,2,2,Ag. Science
AgSci 314D Hallway,0,0,Ag. Science
Athletics 342 Hallway,1,1,Athletics
Law School 254,1,2,Law School
C-MORE 106 Hallway,0,0,C-MORE
PhyPlant193 107,0,1,Physical Plant
Law School 201,0,0,Law School
C-MORE 207,0,0,C-MORE
Hale Aloha-Cafeteria Ewa,1,2,Hale Aloha Cafe
St John 010B,4,6,St. John
CBA G102 Makai,3,3,Shidler CBA
Athletics 343 Hallway,0,0,Athletics
C-MORE 119 Hallway,0,0,C-MORE
C-MORE 109 Hallway,0,0,C-MORE
C-MORE 214B,2,2,C-MORE
C-MORE 220 Hallway,0,0,C-MORE
C-MORE 2 Conference Cntr DH,0,0,C-MORE
Music 3A Copy/Mail Rm,0,0,Music
Stan Sheriff Hospitality Room,1,1,Stan Sheriff Center
C-MORE 202 Hallway,0,0,C-MORE
Dean 105 (classroom),0,1,Dean Hall
St John 106,0,0,St. John
AFROTC 2-7B,0,0,AFROTC Portables
C-MORE 2 Conference Cntr Ewa,0,0,C-MORE
Hale Aloha-Cafeteria DH,1,1,Hale Aloha Cafe
Athletics 346 Hallway,0,0,Athletics
C-MORE 208 Hallway,0,0,C-MORE
C-MORE 115 Hallway,0,0,C-MORE
C-MORE 206,0,0,C-MORE
C-MORE 123 Hallway,0,0,C-MORE
C-MORE 201,0,0,C-MORE
Athletics 338 Hallway,1,1,Athletics
Law School 142 Seminar 6,0,0,Law School
C-MORE 3 Receiving,0,1,C-MORE
C-MORE 202,0,0,C-MORE
Crawford 105,0,0,Crawford Hall
C-MORE 204,0,0,C-MORE
Athletics 351 Hallway,1,1,Athletics
Kahanamoku Pool B108,1,1,Kahanamoku Pool
C-MORE 104 Outreach,0,0,C-MORE
C-MORE 202A,0,0,C-MORE
C-MORE 218,0,0,C-MORE
Athletics 345 Hallway,1,1,Athletics
CBA G103 Mauka,0,0,Shidler CBA
